index,Address,latitude,longitude,geometry
3071,"UNIT 1105 -- 1383 Howe St, Vancouver, BC",49.275945,-123.1300728,POINT (-123.1300728 49.275945)
3072,"UNIT 306 -- 1383 Marinaside Cres, Vancouver, BC",49.2717762,-123.1220955,POINT (-123.1220955 49.2717762)
3073,"1383 Marinaside Cres, Vancouver, BC",49.2717762,-123.1220955,POINT (-123.1220955 49.2717762)
3074,"1382 Maple St, Vancouver, BC",49.273499,-123.1501314,POINT (-123.1501314 49.273499)
3075,"1378 Graveley St, Vancouver, BC",49.2705137,-123.0756704,POINT (-123.0756704 49.2705137)
3076,"UNIT 3905 -- 1372 Seymour St, Vancouver, BC",49.2745882,-123.1275686,POINT (-123.1275686 49.2745882)
3077,"UNIT 3305 -- 1372 Seymour St, Vancouver, BC",49.2745882,-123.1275686,POINT (-123.1275686 49.2745882)
3078,"UNIT 1705 -- 1372 Seymour St, Vancouver, BC",49.2745882,-123.1275686,POINT (-123.1275686 49.2745882)
3079,"UNIT 707 -- 1367 Alberni St, Vancouver, BC",49.2884033,-123.1284745,POINT (-123.1284745 49.2884033)
3080,"UNIT 2805 -- 1367 Alberni St, Vancouver, BC",49.2884033,-123.1284745,POINT (-123.1284745 49.2884033)
3081,"UNIT 1705 -- 1367 Alberni St, Vancouver, BC",49.2884033,-123.1284745,POINT (-123.1284745 49.2884033)
3082,"1366 Laburnum St, Vancouver, BC",49.2738225,-123.1510164,POINT (-123.1510164 49.2738225)
3083,"1365 Laburnum St, Vancouver, BC",49.273841,-123.151716,POINT (-123.151716 49.273841)
3084,"1357 Chestnut St, Vancouver, BC",49.2737446,-123.146356,POINT (-123.146356 49.2737446)
3085,"UNIT 110 -- 1355 Harwood St, Vancouver, BC",49.2820799,-123.1376593,POINT (-123.1376593 49.2820799)
3086,"UNIT 205 -- 1355 Harwood St, Vancouver, BC",49.2820799,-123.1376593,POINT (-123.1376593 49.2820799)
3087,"UNIT 304 -- 1353 W 70th Ave, Vancouver, BC",49.2087853,-123.1362897,POINT (-123.1362897 49.2087853)
3088,"UNIT 203 -- 1352 W 10th Ave, Vancouver, BC",49.2623033,-123.1350605,POINT (-123.1350605 49.2623033)
3089,"UNIT 612 -- 1351 Continental St, Vancouver, BC",49.2762649,-123.1289763,POINT (-123.1289763 49.2762649)
3090,"UNIT 312 -- 1351 Continental St, Vancouver, BC",49.2762649,-123.1289763,POINT (-123.1289763 49.2762649)
3091,"UNIT 1009 -- 1351 Continental St, Vancouver, BC",49.2762649,-123.1289763,POINT (-123.1289763 49.2762649)
3092,"UNIT 2006 -- 1351 Continental St, Vancouver, BC",49.2762649,-123.1289763,POINT (-123.1289763 49.2762649)
3093,"UNIT 2309 -- 1351 Continental St, Vancouver, BC",49.2762649,-123.1289763,POINT (-123.1289763 49.2762649)
3094,"UNIT 1207 -- 1351 Continental St, Vancouver, BC",49.2762649,-123.1289763,POINT (-123.1289763 49.2762649)
3095,"UNIT 907 -- 1351 Continental St, Vancouver, BC",49.2762649,-123.1289763,POINT (-123.1289763 49.2762649)
3096,"UNIT 2803 -- 1351 Continental St, Vancouver, BC",49.2762649,-123.1289763,POINT (-123.1289763 49.2762649)
3097,"UNIT 1609 -- 1351 Continental St, Vancouver, BC",49.2762649,-123.1289763,POINT (-123.1289763 49.2762649)
3098,"UNIT 2801 -- 1351 Continental St, Vancouver, BC",49.2762649,-123.1289763,POINT (-123.1289763 49.2762649)
3099,"UNIT 23 -- 1350 W 6th Ave, Vancouver, BC",49.2658791,-123.1350595,POINT (-123.1350595 49.2658791)
3100,"UNIT 17 -- 1345 W 4th Ave, Vancouver, BC",49.2668529,-123.1350955,POINT (-123.1350955 49.2668529)
3101,"UNIT 209 -- 1345 W 15th Ave, Vancouver, BC",49.2581788,-123.1350954,POINT (-123.1350954 49.2581788)
3102,"UNIT 317 -- 1345 W 15th Ave, Vancouver, BC",49.2581788,-123.1350954,POINT (-123.1350954 49.2581788)
3103,"UNIT 410 -- 1345 Comox St, Vancouver, BC",49.2846502,-123.1334502,POINT (-123.1334502 49.2846502)
3104,"UNIT 111 -- 1345 W 15th Ave, Vancouver, BC",49.2581788,-123.1350954,POINT (-123.1350954 49.2581788)
3105,"UNIT 106 -- 1338 Homer St, Vancouver, BC",49.2738272,-123.1253311,POINT (-123.1253311 49.2738272)
3106,"UNIT 3003 -- 1335 Howe St, Vancouver, BC",49.2764656,-123.1297471,POINT (-123.1297471 49.2764656)
3107,"UNIT 409 -- 1333 W 7th Ave, Vancouver, BC",49.2655139,-123.1345325,POINT (-123.1345325 49.2655139)
3108,"UNIT 420 -- 1333 Hornby St, Vancouver, BC",49.2770642,-123.1309194,POINT (-123.1309194 49.2770642)
3109,"UNIT 101 -- 1333 W 11th Ave, Vancouver, BC",49.2619035,-123.1345907,POINT (-123.1345907 49.2619035)
3110,"UNIT 106 -- 1333 W 11th Ave, Vancouver, BC",49.2619035,-123.1345907,POINT (-123.1345907 49.2619035)
3111,"UNIT 207 -- 1333 W 7th Ave, Vancouver, BC",49.2655139,-123.1345325,POINT (-123.1345325 49.2655139)
3112,"UNIT 1103 -- 1331 Alberni St, Vancouver, BC",49.2883508,-123.127898,POINT (-123.127898 49.2883508)
3113,"UNIT 1703 -- 1331 Alberni St, Vancouver, BC",49.2883508,-123.127898,POINT (-123.127898 49.2883508)
3114,"UNIT 905 -- 1331 Alberni St, Vancouver, BC",49.2883508,-123.127898,POINT (-123.127898 49.2883508)
3115,"UNIT 1506 -- 1331 Alberni St, Vancouver, BC",49.2883508,-123.127898,POINT (-123.127898 49.2883508)
3116,"UNIT 1505 -- 1331 Alberni St, Vancouver, BC",49.2883508,-123.127898,POINT (-123.127898 49.2883508)
3117,"UNIT 701 -- 1331 W Georgia St, Vancouver, BC",49.2885842,-123.1268527,POINT (-123.1268527 49.2885842)
3118,"UNIT B505 -- 1331 Homer St, Vancouver, BC",49.2736233,-123.1256597,POINT (-123.1256597 49.2736233)
3119,"UNIT B405 -- 1331 Homer St, Vancouver, BC",49.2736233,-123.1256597,POINT (-123.1256597 49.2736233)
3120,"UNIT B901 -- 1331 Homer St, Vancouver, BC",49.2736233,-123.1256597,POINT (-123.1256597 49.2736233)
3121,"UNIT 210 -- 1331 Alberni St, Vancouver, BC",49.2883508,-123.127898,POINT (-123.127898 49.2883508)
3122,"UNIT 1901 -- 1331 Alberni St, Vancouver, BC",49.2883508,-123.127898,POINT (-123.127898 49.2883508)
3123,"UNIT 302 -- 1331 Alberni St, Vancouver, BC",49.2883508,-123.127898,POINT (-123.127898 49.2883508)
3124,"UNIT 501 -- 1331 Alberni St, Vancouver, BC",49.2883508,-123.127898,POINT (-123.127898 49.2883508)
3125,"UNIT B805 -- 1331 Homer St, Vancouver, BC",49.2736233,-123.1256597,POINT (-123.1256597 49.2736233)
3126,"UNIT 508 -- 1331 W Georgia St, Vancouver, BC",49.2885842,-123.1268527,POINT (-123.1268527 49.2885842)
3127,"UNIT 1605 -- 1331 W Georgia St, Vancouver, BC",49.2885842,-123.1268527,POINT (-123.1268527 49.2885842)
3128,"UNIT 1703 -- 1330 Harwood St, Vancouver, BC",49.2816581,-123.1380564,POINT (-123.1380564 49.2816581)
3129,"UNIT 1403 -- 1330 Harwood St, Vancouver, BC",49.2816581,-123.1380564,POINT (-123.1380564 49.2816581)
3130,"UNIT 807 -- 1330 Harwood St, Vancouver, BC",49.2816581,-123.1380564,POINT (-123.1380564 49.2816581)
3131,"UNIT 401 -- 1330 Harwood St, Vancouver, BC",49.2816581,-123.1380564,POINT (-123.1380564 49.2816581)
3132,"UNIT 1606 -- 1330 Harwood St, Vancouver, BC",49.2816581,-123.1380564,POINT (-123.1380564 49.2816581)
3133,"UNIT 805 -- 1330 Harwood St, Vancouver, BC",49.2816581,-123.1380564,POINT (-123.1380564 49.2816581)
3134,"UNIT 908 -- 1330 Harwood St, Vancouver, BC",49.2816581,-123.1380564,POINT (-123.1380564 49.2816581)
3135,"UNIT 808 -- 1330 Burrard St, Vancouver, BC",49.2772992,-123.1312896,POINT (-123.1312896 49.2772992)
3136,"UNIT 708 -- 1330 Harwood St, Vancouver, BC",49.2816581,-123.1380564,POINT (-123.1380564 49.2816581)
3137,"UNIT 104 -- 1330 Graveley St, Vancouver, BC",49.2702952,-123.0767082,POINT (-123.0767082 49.2702952)
3138,"UNIT 2602 -- 1328 W Pender St, Vancouver, BC",49.2890653,-123.1266579,POINT (-123.1266579 49.2890653)
3139,"UNIT 2201 -- 1328 W Pender St, Vancouver, BC",49.2890653,-123.1266579,POINT (-123.1266579 49.2890653)
3140,"UNIT 505 -- 1328 W Pender St, Vancouver, BC",49.2890653,-123.1266579,POINT (-123.1266579 49.2890653)
3141,"UNIT 1106 -- 1328 W Pender St, Vancouver, BC",49.2890653,-123.1266579,POINT (-123.1266579 49.2890653)
3142,"UNIT 1208 -- 1325 Rolston St, Vancouver, BC",49.2756156,-123.1279309,POINT (-123.1279309 49.2756156)
3143,"UNIT 2306 -- 1325 Rolston St, Vancouver, BC",49.2756156,-123.1279309,POINT (-123.1279309 49.2756156)
3144,"UNIT 1308 -- 1325 Rolston St, Vancouver, BC",49.2756156,-123.1279309,POINT (-123.1279309 49.2756156)
3145,"UNIT 706 -- 1325 Rolston St, Vancouver, BC",49.2756156,-123.1279309,POINT (-123.1279309 49.2756156)
3146,"UNIT 507 -- 1325 Rolston St, Vancouver, BC",49.2756156,-123.1279309,POINT (-123.1279309 49.2756156)
3147,"UNIT 1106 -- 1325 Rolston St, Vancouver, BC",49.2756156,-123.1279309,POINT (-123.1279309 49.2756156)
3148,"UNIT 1802 -- 1325 Rolston St, Vancouver, BC",49.2756156,-123.1279309,POINT (-123.1279309 49.2756156)
3149,"UNIT 2307 -- 1325 Rolston St, Vancouver, BC",49.2756156,-123.1279309,POINT (-123.1279309 49.2756156)
3150,"UNIT 1108 -- 1323 Homer St, Vancouver, BC",49.2738721,-123.1260465,POINT (-123.1260465 49.2738721)
3151,"UNIT 1501 -- 1323 Homer St, Vancouver, BC",49.2738721,-123.1260465,POINT (-123.1260465 49.2738721)
3152,"UNIT 2403 -- 1323 Homer St, Vancouver, BC",49.2738721,-123.1260465,POINT (-123.1260465 49.2738721)
3153,"UNIT 1404 -- 1323 Homer St, Vancouver, BC",49.2738721,-123.1260465,POINT (-123.1260465 49.2738721)
3154,"UNIT 1 -- 1322 E 23rd Ave, Vancouver, BC",49.249879,-123.0774024,POINT (-123.0774024 49.249879)
3155,"UNIT 1002 -- 1318 Homer St, Vancouver, BC",49.2740027,-123.1250789,POINT (-123.1250789 49.2740027)
3156,"UNIT 203 -- 1318 Homer St, Vancouver, BC",49.2740027,-123.1250789,POINT (-123.1250789 49.2740027)
3157,"UNIT 1104 -- 1316 W 11th Ave, Vancouver, BC",49.2613631,-123.1342531,POINT (-123.1342531 49.2613631)
3158,"UNIT 604 -- 1315 Cardero St, Vancouver, BC",49.2841328,-123.1406936,POINT (-123.1406936 49.2841328)
3159,"UNIT 5 -- 1311 Cotton Dr, Vancouver, BC",49.2725662,-123.0715563,POINT (-123.0715563 49.2725662)
3160,"UNIT 401 -- 1311 Beach Ave, Vancouver, BC",49.2811701,-123.1383338,POINT (-123.1383338 49.2811701)
3161,"UNIT 701 -- 1311 Beach Ave, Vancouver, BC",49.2811701,-123.1383338,POINT (-123.1383338 49.2811701)
3162,"UNIT 1601 -- 1308 Hornby St, Vancouver, BC",49.2770238,-123.1297401,POINT (-123.1297401 49.2770238)
3163,"UNIT 1708 -- 1308 Hornby St, Vancouver, BC",49.2770238,-123.1297401,POINT (-123.1297401 49.2770238)
3164,"UNIT 1508 -- 1308 Hornby St, Vancouver, BC",49.2770238,-123.1297401,POINT (-123.1297401 49.2770238)
3165,"UNIT 2801 -- 1308 Hornby St, Vancouver, BC",49.2770238,-123.1297401,POINT (-123.1297401 49.2770238)
3166,"UNIT 2403 -- 1308 Hornby St, Vancouver, BC",49.2770238,-123.1297401,POINT (-123.1297401 49.2770238)
3167,"Helmcken St, Vancouver, BC",49.277866,-123.1241092,POINT (-123.1241092 49.277866)
3168,"1303 Seymour St, Vancouver, BC",49.2754476,-123.1268447,POINT (-123.1268447 49.2754476)
3169,"1302 Seymour St, Vancouver, BC",49.275159,-123.1266813,POINT (-123.1266813 49.275159)
3170,"UNIT 1904 -- 1295 Richards St, Vancouver, BC",49.2753115,-123.1256412,POINT (-123.1256412 49.2753115)
3171,"UNIT 1104 -- 1295 Richards St, Vancouver, BC",49.2753115,-123.1256412,POINT (-123.1256412 49.2753115)
3172,"UNIT 1602 -- 1295 Richards St, Vancouver, BC",49.2753115,-123.1256412,POINT (-123.1256412 49.2753115)
3173,"UNIT 1006 -- 1295 Richards St, Vancouver, BC",49.2753115,-123.1256412,POINT (-123.1256412 49.2753115)
3174,"UNIT 2206 -- 1295 Richards St, Vancouver, BC",49.2753115,-123.1256412,POINT (-123.1256412 49.2753115)
3175,"UNIT 801 -- 1295 Richards St, Vancouver, BC",49.2753115,-123.1256412,POINT (-123.1256412 49.2753115)
3176,"UNIT 1509 -- 1295 Richards St, Vancouver, BC",49.2753115,-123.1256412,POINT (-123.1256412 49.2753115)
3177,"UNIT 1205 -- 1288 Alberni St, Vancouver, BC",49.287614,-123.127367,POINT (-123.127367 49.287614)
3178,"UNIT 706 -- 1288 W Georgia St, Vancouver, BC",49.287994,-123.1267227,POINT (-123.1267227 49.287994)
3179,"UNIT 3304 -- 1288 W Georgia St, Vancouver, BC",49.287994,-123.1267227,POINT (-123.1267227 49.287994)
3180,"UNIT 502 -- 1288 Marinaside Cres, Vancouver, BC",49.2720358,-123.1212369,POINT (-123.1212369 49.2720358)
3181,"1288 Marinaside Cres, Vancouver, BC",49.2720358,-123.1212369,POINT (-123.1212369 49.2720358)
3182,"UNIT 2302 -- 1288 W Georgia St, Vancouver, BC",49.287994,-123.1267227,POINT (-123.1267227 49.287994)
3183,"UNIT 1503 -- 1288 W Georgia St, Vancouver, BC",49.287994,-123.1267227,POINT (-123.1267227 49.287994)
3184,"UNIT 708 -- 1288 W Georgia St, Vancouver, BC",49.287994,-123.1267227,POINT (-123.1267227 49.287994)
3185,"UNIT 2504 -- 1288 W Georgia St, Vancouver, BC",49.287994,-123.1267227,POINT (-123.1267227 49.287994)
3186,"UNIT 1005 -- 1288 Marinaside Cres, Vancouver, BC",49.2720358,-123.1212369,POINT (-123.1212369 49.2720358)
3187,"UNIT 2702 -- 1283 Howe St, Vancouver, BC",49.2772015,-123.1286297,POINT (-123.1286297 49.2772015)
3188,"UNIT 1905 -- 1283 Howe St, Vancouver, BC",49.2772015,-123.1286297,POINT (-123.1286297 49.2772015)
3189,"UNIT 3904 -- 1283 Howe St, Vancouver, BC",49.2772015,-123.1286297,POINT (-123.1286297 49.2772015)
3190,"1281 Alberni St, Vancouver, BC",49.2875588,-123.1271216,POINT (-123.1271216 49.2875588)
3191,"UNIT 2904 -- 1281 W Cordova St, Vancouver, BC",49.2900991,-123.1231987,POINT (-123.1231987 49.2900991)
3192,"UNIT 1702 -- 1281 W Cordova St, Vancouver, BC",49.2900991,-123.1231987,POINT (-123.1231987 49.2900991)
3193,"UNIT 1404 -- 1281 W Cordova St, Vancouver, BC",49.2900991,-123.1231987,POINT (-123.1231987 49.2900991)
3194,"UNIT 1901 -- 1280 Richards St, Vancouver, BC",49.274948,-123.1251828,POINT (-123.1251828 49.274948)
3195,"UNIT 108 -- 1279 Nicola St, Vancouver, BC",49.2834743,-123.1396347,POINT (-123.1396347 49.2834743)
3196,"UNIT 1307 -- 1277 Nelson St, Vancouver, BC",49.2847758,-123.1309782,POINT (-123.1309782 49.2847758)
3197,"UNIT 303 -- 1277 Nelson St, Vancouver, BC",49.2847758,-123.1309782,POINT (-123.1309782 49.2847758)
3198,"UNIT 1401 -- 1277 Melville St, Vancouver, BC",49.2886914,-123.1251279,POINT (-123.1251279 49.2886914)
3199,"UNIT 301 -- 1277 Melville St, Vancouver, BC",49.2886914,-123.1251279,POINT (-123.1251279 49.2886914)
3200,"UNIT 206 -- 1275 W 7th Ave, Vancouver, BC",49.2654907,-123.1329815,POINT (-123.1329815 49.2654907)
3201,"UNIT 209 -- 1275 Hamilton St, Vancouver, BC",49.274125,-123.1238547,POINT (-123.1238547 49.274125)
3202,"UNIT 303 -- 1274 Barclay St, Vancouver, BC",49.285108,-123.1306003,POINT (-123.1306003 49.285108)
3203,"UNIT 310 -- 1268 W Broadway, Vancouver, BC",49.2631892,-123.1328078,POINT (-123.1328078 49.2631892)
3204,"UNIT 305 -- 1266 W 13th Ave, Vancouver, BC",49.2594655,-123.1330104,POINT (-123.1330104 49.2594655)
3205,"UNIT 502 -- 1263 Barclay St, Vancouver, BC",49.2853297,-123.1297894,POINT (-123.1297894 49.2853297)
3206,"1260 Nootka St, Vancouver, BC",49.2738002,-123.0410485,POINT (-123.0410485 49.2738002)
3207,"1258 Richards St, Vancouver, BC",49.2752363,-123.1251579,POINT (-123.1251579 49.2752363)
3208,"UNIT 5 -- 1255 E 15th Ave, Vancouver, BC",49.2571209,-123.0788433,POINT (-123.0788433 49.2571209)
3209,"UNIT 2203 -- 1255 Seymour St, Vancouver, BC",49.2760363,-123.1264758,POINT (-123.1264758 49.2760363)
3210,"UNIT 601 -- 1255 Seymour St, Vancouver, BC",49.2760363,-123.1264758,POINT (-123.1264758 49.2760363)
3211,"UNIT 14 -- 1255 E 15th Ave, Vancouver, BC",49.2571209,-123.0788433,POINT (-123.0788433 49.2571209)
3212,"UNIT 1002 -- 1255 Seymour St, Vancouver, BC",49.2760363,-123.1264758,POINT (-123.1264758 49.2760363)
3213,"UNIT 802 -- 1255 Seymour St, Vancouver, BC",49.2760363,-123.1264758,POINT (-123.1264758 49.2760363)
3214,"UNIT 1402 -- 1255 Seymour St, Vancouver, BC",49.2760363,-123.1264758,POINT (-123.1264758 49.2760363)
3215,"UNIT 2 -- 1255 E 15th Ave, Vancouver, BC",49.2571209,-123.0788433,POINT (-123.0788433 49.2571209)
3216,"UNIT 1906 -- 1255 Seymour St, Vancouver, BC",49.2760363,-123.1264758,POINT (-123.1264758 49.2760363)
3217,"UNIT 2901 -- 1255 Seymour St, Vancouver, BC",49.2760363,-123.1264758,POINT (-123.1264758 49.2760363)
3218,"UNIT 701 -- 1255 Seymour St, Vancouver, BC",49.2760363,-123.1264758,POINT (-123.1264758 49.2760363)
3219,"UNIT 801 -- 1255 Main St, Vancouver, BC",49.2735861,-123.1005338,POINT (-123.1005338 49.2735861)
3220,"UNIT 1003 -- 1252 Hornby St, Vancouver, BC",49.2775868,-123.1288945,POINT (-123.1288945 49.2775868)
3221,"UNIT 1901 -- 1251 Cardero St, Vancouver, BC",49.2849941,-123.1398846,POINT (-123.1398846 49.2849941)
3222,"UNIT 1208 -- 1251 Cardero St, Vancouver, BC",49.2849941,-123.1398846,POINT (-123.1398846 49.2849941)
3223,"UNIT 1105 -- 1251 Cardero St, Vancouver, BC",49.2849941,-123.1398846,POINT (-123.1398846 49.2849941)
3224,"UNIT 403 -- 1251 W 71st Ave, Vancouver, BC",49.2072283,-123.1339708,POINT (-123.1339708 49.2072283)
3225,"UNIT 401 -- 1251 Cardero St, Vancouver, BC",49.2849941,-123.1398846,POINT (-123.1398846 49.2849941)
3226,"UNIT 105 -- 1251 W 71st Ave, Vancouver, BC",49.2072283,-123.1339708,POINT (-123.1339708 49.2072283)
3227,"UNIT 1508 -- 1251 Cardero St, Vancouver, BC",49.2849941,-123.1398846,POINT (-123.1398846 49.2849941)
3228,"UNIT 903 -- 1251 Cardero St, Vancouver, BC",49.2849941,-123.1398846,POINT (-123.1398846 49.2849941)
3229,"UNIT 11 -- 1250 W 6th Ave, Vancouver, BC",49.2658639,-123.1324501,POINT (-123.1324501 49.2658639)
3230,"UNIT 802 -- 1250 Burnaby St, Vancouver, BC",49.2814577,-123.135595,POINT (-123.135595 49.2814577)
3231,"UNIT 1206 -- 1250 Burnaby St, Vancouver, BC",49.2814577,-123.135595,POINT (-123.135595 49.2814577)
3232,"UNIT 801 -- 1250 Burnaby St, Vancouver, BC",49.2814577,-123.135595,POINT (-123.135595 49.2814577)
3233,"UNIT 402 -- 1250 Burnaby St, Vancouver, BC",49.2814577,-123.135595,POINT (-123.135595 49.2814577)
3234,"UNIT 304 -- 1246 Cardero St, Vancouver, BC",49.2841812,-123.1397973,POINT (-123.1397973 49.2841812)
3235,"UNIT G -- 1244 W 7th Ave, Vancouver, BC",49.2649793,-123.1323812,POINT (-123.1323812 49.2649793)
3236,"UNIT 502 -- 1241 Homer St, Vancouver, BC",49.2749771,-123.1242466,POINT (-123.1242466 49.2749771)
3237,"UNIT 201 -- 1239 Kingsway, Vancouver, BC",49.2520469,-123.0790803,POINT (-123.0790803 49.2520469)
3238,"UNIT 609 -- 1239 W Georgia St, Vancouver, BC",49.2877319,-123.1256272,POINT (-123.1256272 49.2877319)
3239,"UNIT 3101 -- 1239 W Georgia St, Vancouver, BC",49.2877319,-123.1256272,POINT (-123.1256272 49.2877319)
3240,"UNIT 2001 -- 1239 W Georgia St, Vancouver, BC",49.2877319,-123.1256272,POINT (-123.1256272 49.2877319)
3241,"UNIT 1104 -- 1239 W Georgia St, Vancouver, BC",49.2877319,-123.1256272,POINT (-123.1256272 49.2877319)
3242,"UNIT 706 -- 1238 Burrard St, Vancouver, BC",49.2784589,-123.1295138,POINT (-123.1295138 49.2784589)
3243,"1238 Burrard St, Vancouver, BC",49.2784589,-123.1295138,POINT (-123.1295138 49.2784589)
3244,"UNIT 604 -- 1238 Seymour St, Vancouver, BC",49.2757741,-123.1257637,POINT (-123.1257637 49.2757741)
3245,"UNIT 505 -- 1238 Seymour St, Vancouver, BC",49.2757741,-123.1257637,POINT (-123.1257637 49.2757741)
3246,"UNIT 1005 -- 1238 Richards St, Vancouver, BC",49.2752327,-123.1247117,POINT (-123.1247117 49.2752327)
3247,"UNIT 2403 -- 1238 Richards St, Vancouver, BC",49.2752327,-123.1247117,POINT (-123.1247117 49.2752327)
3248,"UNIT 802 -- 1238 Seymour St, Vancouver, BC",49.2757741,-123.1257637,POINT (-123.1257637 49.2757741)
3249,"UNIT 2001 -- 1238 Richards St, Vancouver, BC",49.2752327,-123.1247117,POINT (-123.1247117 49.2752327)
3250,"UNIT 805 -- 1238 Burrard St, Vancouver, BC",49.2784589,-123.1295138,POINT (-123.1295138 49.2784589)
3251,"UNIT 2007 -- 1238 Seymour St, Vancouver, BC",49.2757741,-123.1257637,POINT (-123.1257637 49.2757741)
3252,"UNIT 2005 -- 1238 Seymour St, Vancouver, BC",49.2757741,-123.1257637,POINT (-123.1257637 49.2757741)
3253,"1238 Melville St, Vancouver, BC",49.2882203,-123.1253633,POINT (-123.1253633 49.2882203)
3254,"UNIT 504 -- 1238 Burrard St, Vancouver, BC",49.2784589,-123.1295138,POINT (-123.1295138 49.2784589)
3255,"UNIT 1203 -- 1238 Richards St, Vancouver, BC",49.2752327,-123.1247117,POINT (-123.1247117 49.2752327)
3256,"UNIT 508 -- 1238 Richards St, Vancouver, BC",49.2752327,-123.1247117,POINT (-123.1247117 49.2752327)
3257,"UNIT 2403 -- 1238 Melville St, Vancouver, BC",49.2882203,-123.1253633,POINT (-123.1253633 49.2882203)
3258,"UNIT 2602 -- 1238 Melville St, Vancouver, BC",49.2882203,-123.1253633,POINT (-123.1253633 49.2882203)
3259,"UNIT 1602 -- 1236 Bidwell St, Vancouver, BC",49.2855235,-123.1408277,POINT (-123.1408277 49.2855235)
3260,"UNIT 301 -- 1235 W 15th Ave, Vancouver, BC",49.2581348,-123.1324196,POINT (-123.1324196 49.2581348)
3261,"UNIT 1 -- 1234 W 7th Ave, Vancouver, BC",49.2649944,-123.1322703,POINT (-123.1322703 49.2649944)
3262,"1233 W Cordova St, Vancouver, BC",49.2897815,-123.1224349,POINT (-123.1224349 49.2897815)
3263,"UNIT 405 -- 1230 Comox St, Vancouver, BC",49.2833677,-123.1322198,POINT (-123.1322198 49.2833677)
3264,"UNIT 1402 -- 1228 W Hastings St, Vancouver, BC",49.2888473,-123.1238811,POINT (-123.1238811 49.2888473)
3265,"UNIT 1802 -- 1228 Marinaside Cres, Vancouver, BC",49.2720816,-123.1203728,POINT (-123.1203728 49.2720816)
3266,"UNIT 606 -- 1228 Marinaside Cres, Vancouver, BC",49.2720816,-123.1203728,POINT (-123.1203728 49.2720816)
3267,"UNIT 1503 -- 1228 Marinaside Cres, Vancouver, BC",49.2720816,-123.1203728,POINT (-123.1203728 49.2720816)
3268,"UNIT 601 -- 1226 Hamilton St, Vancouver, BC",49.2743758,-123.1229785,POINT (-123.1229785 49.2743758)
3269,"UNIT 2304 -- 1225 Richards St, Vancouver, BC",49.2757971,-123.1249378,POINT (-123.1249378 49.2757971)
3270,"UNIT 506 -- 1225 Richards St, Vancouver, BC",49.2757971,-123.1249378,POINT (-123.1249378 49.2757971)
3271,"UNIT 1905 -- 1225 Richards St, Vancouver, BC",49.2757971,-123.1249378,POINT (-123.1249378 49.2757971)
3272,"UNIT 102 -- 1225 Barclay St, Vancouver, BC",49.2850543,-123.1292567,POINT (-123.1292567 49.2850543)
3273,"UNIT 301 -- 1225 Barclay St, Vancouver, BC",49.2850543,-123.1292567,POINT (-123.1292567 49.2850543)
3274,"1225 Barclay St, Vancouver, BC",49.2850543,-123.1292567,POINT (-123.1292567 49.2850543)
3275,"UNIT 1702 -- 1221 Bidwell St, Vancouver, BC",49.286235,-123.1408251,POINT (-123.1408251 49.286235)
3276,"UNIT 502 -- 1219 Harwood St, Vancouver, BC",49.2808272,-123.1355927,POINT (-123.1355927 49.2808272)
3277,"UNIT 702 -- 1219 Harwood St, Vancouver, BC",49.2808272,-123.1355927,POINT (-123.1355927 49.2808272)
3278,"UNIT 602 -- 1219 Harwood St, Vancouver, BC",49.2808272,-123.1355927,POINT (-123.1355927 49.2808272)
3279,"Valley Dr, Vancouver, BC",49.2508645,-123.160079,POINT (-123.160079 49.2508645)
3280,"UNIT 509 -- 1216 Homer St, Vancouver, BC",49.2750064,-123.1235703,POINT (-123.1235703 49.2750064)
3281,"UNIT 901 -- 1211 Melville St, Vancouver, BC",49.2883065,-123.1242033,POINT (-123.1242033 49.2883065)
3282,"UNIT 2005 -- 1211 Melville St, Vancouver, BC",49.2883065,-123.1242033,POINT (-123.1242033 49.2883065)
3283,"UNIT 1403 -- 1211 Melville St, Vancouver, BC",49.2883065,-123.1242033,POINT (-123.1242033 49.2883065)
3284,"UNIT 201 -- 1210 W 8th Ave, Vancouver, BC",49.2641458,-123.1321992,POINT (-123.1321992 49.2641458)
3285,"1210 Burrard St, Vancouver, BC",49.2786569,-123.129704,POINT (-123.129704 49.2786569)
3286,"1208 Homer St, Vancouver, BC",49.2749227,-123.1232194,POINT (-123.1232194 49.2749227)
3287,"1208 Homer St, Vancouver, BC",49.2749227,-123.1232194,POINT (-123.1232194 49.2749227)
3288,"1208 Homer St, Vancouver, BC",49.2749227,-123.1232194,POINT (-123.1232194 49.2749227)
3289,"Chandlery Pl, Vancouver, BC",49.206826,-123.0508326,POINT (-123.0508326 49.206826)
3290,"River District Crossing, Vancouver, BC",49.204849,-123.0312728,POINT (-123.0312728 49.204849)
3291,"1206 Kaslo St, Vancouver, BC",49.2740753,-123.0464863,POINT (-123.0464863 49.2740753)
3292,"UNIT 601 -- 1205 Howe St, Vancouver, BC",49.2777644,-123.1277841,POINT (-123.1277841 49.2777644)
3293,"UNIT 608 -- 1205 Howe St, Vancouver, BC",49.2777644,-123.1277841,POINT (-123.1277841 49.2777644)
3294,"UNIT 1401 -- 1205 Howe St, Vancouver, BC",49.2777644,-123.1277841,POINT (-123.1277841 49.2777644)
